|H010|2445|UN|10,000|3,177000|31,77|0|||1.1.2.12.001|30,74|
|H010|2446|UN|15,000|0,795333|11,93|0|||1.1.2.12.001|11,92|
|H010|2447|UN|2,000|5,250000|10,50|0|||1.1.2.12.001|10,21|
|H010|2450|UN|2,000|17,940000|35,88|0|||1.1.2.12.001|35,88|
|H010|2457|UN|10,000|4,987000|49,87|0|||1.1.2.12.001|49,89|
|H010|2477|UN|5,000|4,992000|24,96|0|||1.1.2.12.001|24,96|
|H010|2482|UN|6,000|1,511667|9,07|0|||1.1.2.12.001|8,54|
|H010|2492|UN|16,000|6,365000|101,84|0|||1.1.2.12.001|102,75|
|H010|2493|UN|31,000|0,898065|27,84|0|||1.1.2.12.001|27,03|
|H010|2497|UN|19,000|4,240000|80,56|0|||1.1.2.12.001|80,56|
|H010|2499|UN|5,000|5,044000|25,22|0|||1.1.2.12.001|24,94|
|H010|2500|UN|5,000|4,842000|24,21|0|||1.1.2.12.001|24,94|
|H010|2501|UN|4,000|3,970000|15,88|0|||1.1.2.12.001|15,95|
|H010|2513|UN|27,000|2,950000|79,65|0|||1.1.2.12.001|77,38|
|H010|2514|UN|33,000|2,790000|92,07|0|||1.1.2.12.001|94,58|
|H010|2518|UN|1,000|10,130000|10,13|0|||1.1.2.12.001|13,02|
|H010|2535|UN|11,000|3,768182|41,45|0|||1.1.2.12.001|41,45|
|H010|2536|UN|9,000|1,555556|14,00|0|||1.1.2.12.001|14,00|
|H010|2543|UN|19,000|1,293158|24,57|0|||1.1.2.12.001|24,57|
|H010|2547|UN|18,000|0,718889|12,94|0|||1.1.2.12.001|12,94|
|H010|2585|UN|5,000|9,748000|48,74|0|||1.1.2.12.001|48,28|
|H010|2610|UN|2,000|17,930000|35,86|0|||1.1.2.12.001|35,42|
|H010|2612|UN|2,000|22,020000|44,04|0|||1.1.2.12.001|42,15|
|H010|2615|UN|4,000|38,870000|155,48|0|||1.1.2.12.001|155,51|
|H010|2622|UN|2,000|15,565000|31,13|0|||1.1.2.12.001|30,95|
|H010|2624|UN|2,000|18,690000|37,38|0|||1.1.2.12.001|37,37|
|H010|2630|UN|2,000|14,880000|29,76|0|||1.1.2.12.001|33,12|
|H010|2631|UN|1,000|16,560000|16,56|0|||1.1.2.12.001|16,56|
|H010|2632|UN|2,000|20,185000|40,37|0|||1.1.2.12.001|40,37|
|H010|2633|UN|2,000|21,700000|43,40|0|||1.1.2.12.001|43,40|
|H010|2644|UN|19,000|4,693158|89,17|0|||1.1.2.12.001|89,17|
|H010|2651|UN|5,000|1,378000|6,89|0|||1.1.2.12.001|6,88|
|H010|2654|UN|7,000|2,978571|20,85|0|||1.1.2.12.001|21,48|
|H010|2658|UN|38,000|3,607895|137,10|0|||1.1.2.12.001|137,48|
|H010|2659|UN|19,000|1,231053|23,39|0|||1.1.2.12.001|23,41|
|H010|2662|UN|10,000|3,164000|31,64|0|||1.1.2.12.001|40,75|
|H010|2667|UN|1,000|9,320000|9,32|0|||1.1.2.12.001|9,59|
|H010|2668|UN|231,000|4,739004|1094,71|0|||1.1.2.12.001|1094,71|
|H010|2679|UN|10,000|4,247000|42,47|0|||1.1.2.12.001|42,47|
|H010|2691|UN|10,000|4,242000|42,42|0|||1.1.2.12.001|44,42|
|H010|2695|UN|11,000|1,667273|18,34|0|||1.1.2.12.001|17,85|
|H010|2696|UN|16,000|1,666250|26,66|0|||1.1.2.12.001|26,59|
|H010|2697|UN|5,000|1,578000|7,89|0|||1.1.2.12.001|8,31|
|H010|2698|UN|2,000|38,880000|77,76|0|||1.1.2.12.001|77,76|
|H010|2699|UN|2,000|35,660000|71,32|0|||1.1.2.12.001|77,76|
|H010|2700|UN|1,000|0,870000|0,87|0|||1.1.2.12.001|0,87|
|H010|2703|UN|3,000|11,726667|35,18|0|||1.1.2.12.001|34,39|
|H010|2719|UN|106,000|0,750000|79,50|0|||1.1.2.12.001|79,50|
|H010|2734|UN|3,000|26,520000|79,56|0|||1.1.2.12.001|74,18|
|H010|2735|UN|6,000|8,745000|52,47|0|||1.1.2.12.001|52,47|
|H010|2738|UN|1,000|6,890000|6,89|0|||1.1.2.12.001|6,77|
|H010|2758|UN|2,000|26,520000|53,04|0|||1.1.2.12.001|53,05|
|H010|2766|UN|14,000|1,497857|20,97|0|||1.1.2.12.001|19,98|
|H010|2768|UN|44,000|0,555909|24,46|0|||1.1.2.12.001|24,11|
|H010|2770|UN|47,000|0,475957|22,37|0|||1.1.2.12.001|22,04|
|H010|2771|UN|1,000|0,310000|0,31|0|||1.1.2.12.001|0,30|
|H010|2784|UN|37,000|1,800000|66,60|0|||1.1.2.12.001|66,60|
|H010|2791|UN|4,000|1,990000|7,96|0|||1.1.2.12.001|8,02|
|H010|2793|UN|14,000|0,862143|12,07|0|||1.1.2.12.001|12,05|
|H010|2804|UN|6,000|9,553333|57,32|0|||1.1.2.12.001|54,62|
|H010|2809|UN|2,000|15,905000|31,81|0|||1.1.2.12.001|31,81|
|H010|2810|UN|3,000|21,966667|65,90|0|||1.1.2.12.001|65,90|
|H010|2812|UN|4,000|30,387500|121,55|0|||1.1.2.12.001|121,32|
|H010|2813|UN|3,000|34,060000|102,18|0|||1.1.2.12.001|102,18|
|H010|2858|UN|2,000|12,415000|24,83|0|||1.1.2.12.001|24,83|
|H010|2869|UN|5,000|2,360000|11,80|0|||1.1.2.12.001|11,80|
|H010|2870|UN|1,000|5,750000|5,75|0|||1.1.2.12.001|5,34|
|H010|2876|UN|3,000|2,360000|7,08|0|||1.1.2.12.001|7,08|
|H010|2883|UN|3,000|2,486667|7,46|0|||1.1.2.12.001|7,46|
|H010|2908|PC|5,000|4,104000|20,52|0|||1.1.2.12.001|20,57|
|H010|2909|PC|12,000|4,104167|49,25|0|||1.1.2.12.001|49,25|
|H010|2916|PC|10,000|3,006000|30,06|0|||1.1.2.12.001|28,25|
|H010|2920|UN|1,000|8,630000|8,63|0|||1.1.2.12.001|9,46|
|H010|2927|PC|4,000|4,055000|16,22|0|||1.1.2.12.001|16,32|
|H010|2932|UN|14,000|0,605000|8,47|0|||1.1.2.12.001|8,54|
|H010|2933|UN|3,000|4,996667|14,99|0|||1.1.2.12.001|15,92|
|H010|2936|UN|2,000|2,565000|5,13|0|||1.1.2.12.001|5,27|
|H010|2943|UN|8,000|1,953750|15,63|0|||1.1.2.12.001|15,63|
|H010|2950|PC|2,000|8,720000|17,44|0|||1.1.2.12.001|16,51|
|H010|2956|UN|4,000|7,767500|31,07|0|||1.1.2.12.001|32,00|
|H010|2957|UN|3,000|14,880000|44,64|0|||1.1.2.12.001|49,68|
|H010|2958|UN|1,000|14,080000|14,08|0|||1.1.2.12.001|14,01|
|H010|2965|UN|5,000|18,116000|90,58|0|||1.1.2.12.001|89,02|
|H010|2985|UN|20,000|6,000000|120,00|0|||1.1.2.12.001|120,00|
|H010|2986|UN|53,000|2,683962|142,25|0|||1.1.2.12.001|142,25|
|H010|2992|UN|1,000|4,500000|4,50|0|||1.1.2.12.001|4,50|
|H010|2994|UN|4,000|4,992500|19,97|0|||1.1.2.12.001|19,97|
|H010|3001|UN|3,000|1,766667|5,30|0|||1.1.2.12.001|5,30|
|H010|3005|UN|213,000|0,503005|107,14|0|||1.1.2.12.001|107,35|
|H010|3008|UN|107,000|0,458037|49,01|0|||1.1.2.12.001|49,01|
|H010|3010|UN|8,000|10,547500|84,38|0|||1.1.2.12.001|84,38|
|H010|3011|UN|35,000|2,684000|93,94|0|||1.1.2.12.001|93,94|
|H010|3015|UN|139,000|0,480000|66,72|0|||1.1.2.12.001|66,30|
|H010|3025|UN|3,000|1,313333|3,94|0|||1.1.2.12.001|3,96|
